,Capital,slippage,slippagePerCap,window_rolling,Y_threshold,max_hold_period,stopLossesPercent,takePercent,shift_param,time_barrier_param,result
332,100000,10,0.0001,453T,106.66666666666666,267T,"{'BuyLossPercent': 0.010777777777777777, 'SellLossPercent': 0.010777777777777777}","{'SellTakePercent': 0.010777777777777777, 'BuyTakePercent': 0.010777777777777777}",453,267,-0.9901
333,100000,10,0.0001,492T,171.11111111111111,1442T,"{'BuyLossPercent': 0.007111111111111111, 'SellLossPercent': 0.007111111111111111}","{'SellTakePercent': 0.001, 'BuyTakePercent': 0.001}",492,1442,-0.9564
334,100000,10,0.0001,571T,203.33333333333331,603T,"{'BuyLossPercent': 0.010777777777777777, 'SellLossPercent': 0.010777777777777777}","{'SellTakePercent': 0.001, 'BuyTakePercent': 0.001}",571,603,-0.8564
335,100000,10,0.0001,178T,171.11111111111111,1107T,"{'BuyLossPercent': 0.008333333333333331, 'SellLossPercent': 0.008333333333333331}","{'SellTakePercent': 0.012, 'BuyTakePercent': 0.012}",178,1107,-0.8294
336,100000,10,0.0001,217T,300.0,100T,"{'BuyLossPercent': 0.0022222222222222222, 'SellLossPercent': 0.0022222222222222222}","{'SellTakePercent': 0.007111111111111111, 'BuyTakePercent': 0.007111111111111111}",217,100,-0.9697
337,100000,10,0.0001,257T,42.22222222222222,2114T,"{'BuyLossPercent': 0.004666666666666665, 'SellLossPercent': 0.004666666666666665}","{'SellTakePercent': 0.0034444444444444444, 'BuyTakePercent': 0.0034444444444444444}",257,2114,-0.9998
338,100000,10,0.0001,217T,42.22222222222222,939T,"{'BuyLossPercent': 0.010777777777777777, 'SellLossPercent': 0.010777777777777777}","{'SellTakePercent': 0.010777777777777777, 'BuyTakePercent': 0.010777777777777777}",217,939,-0.9926
339,100000,10,0.0001,217T,74.44444444444444,2114T,"{'BuyLossPercent': 0.004666666666666665, 'SellLossPercent': 0.004666666666666665}","{'SellTakePercent': 0.0022222222222222222, 'BuyTakePercent': 0.0022222222222222222}",217,2114,-0.9991
340,100000,10,0.0001,571T,106.66666666666666,939T,"{'BuyLossPercent': 0.005888888888888888, 'SellLossPercent': 0.005888888888888888}","{'SellTakePercent': 0.010777777777777777, 'BuyTakePercent': 0.010777777777777777}",571,939,-0.9996
341,100000,10,0.0001,296T,300.0,2450T,"{'BuyLossPercent': 0.010777777777777777, 'SellLossPercent': 0.010777777777777777}","{'SellTakePercent': 0.004666666666666665, 'BuyTakePercent': 0.004666666666666665}",296,2450,-0.0152
342,100000,10,0.0001,492T,10.0,2114T,"{'BuyLossPercent': 0.0034444444444444444, 'SellLossPercent': 0.0034444444444444444}","{'SellTakePercent': 0.008333333333333331, 'BuyTakePercent': 0.008333333333333331}",492,2114,-1.0
343,100000,10,0.0001,650T,267.77777777777777,2450T,"{'BuyLossPercent': 0.012, 'SellLossPercent': 0.012}","{'SellTakePercent': 0.001, 'BuyTakePercent': 0.001}",650,2450,-0.7003
344,100000,10,0.0001,571T,138.88888888888889,1778T,"{'BuyLossPercent': 0.009555555555555553, 'SellLossPercent': 0.009555555555555553}","{'SellTakePercent': 0.005888888888888888, 'BuyTakePercent': 0.005888888888888888}",571,1778,-0.992
